context,model,training_rows,features,best_parameters_json,best_inner_mae,model_seed,inner_seed,search_seed
benchmark|strict6|stacking|4|1|All,stacking,449,AFP;Input;Output;Enquiry;File;Interface,"{""base_models"": [""tuned_random_forest"", ""tuned_extra_trees"", ""tuned_xgboost""], ""meta_learner"": ""LinearRegression"", ""stack_cv_seed"": 4278568594, ""stack_cv_splits"": 5}",,,4278568594,
scale_nested_et|strict6|Global|4|2|All,extra_trees,449,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""max_depth"": null, ""max_features"": 1.0, ""min_samples_leaf"": 4, ""min_samples_split"": 10, ""n_estimators"": 500}",2686.553029622988,798028968.0,2401314708,370077073.0
scale_nested_et|strict6|Global + MI|4|2|All,extra_trees,449,AFP;Input;Enquiry,"{""bootstrap"": true, ""max_depth"": 20, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 10, ""n_estimators"": 300}",2690.0509477711603,912665440.0,609229821,3614550698.0
scale_nested_et|strict6|Quantile|4|2|Small,extra_trees,150,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""max_depth"": 20, ""max_features"": 1.0, ""min_samples_leaf"": 4, ""min_samples_split"": 10, ""n_estimators"": 500}",830.4196799606358,3745192977.0,2724691443,199792999.0
scale_nested_et|strict6|Quantile|4|2|Medium,extra_trees,149,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": true, ""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 8, ""min_samples_split"": 5, ""n_estimators"": 500}",1628.2825022075704,826066843.0,1316936167,1963682868.0
scale_nested_et|strict6|Quantile|4|2|Large,extra_trees,150,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": true, ""max_depth"": 10, ""max_features"": 0.75, ""min_samples_leaf"": 1, ""min_samples_split"": 10, ""n_estimators"": 300}",5713.412283149719,1179510926.0,3550159028,1209176408.0
scale_nested_et|strict6|Quantile + MI|4|2|Small,extra_trees,150,AFP;Enquiry;Interface,"{""bootstrap"": true, ""max_depth"": null, ""max_features"": 0.75, ""min_samples_leaf"": 2, ""min_samples_split"": 10, ""n_estimators"": 500}",820.2673528176625,3754634548.0,2516272034,3818279136.0
scale_nested_et|strict6|Quantile + MI|4|2|Medium,extra_trees,149,Output;File;Interface,"{""bootstrap"": false, ""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 500}",1634.2613754550268,324421223.0,180499268,2673066601.0
scale_nested_et|strict6|Quantile + MI|4|2|Large,extra_trees,150,AFP;Input;Enquiry,"{""bootstrap"": false, ""max_depth"": 10, ""max_features"": 0.75, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 300}",5943.2486051646365,324444689.0,533018684,3323583472.0
benchmark|strict6|random_forest|4|2|All,random_forest,449,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": true, ""max_depth"": 20, ""max_features"": ""sqrt"", ""min_samples_leaf"": 8, ""min_samples_split"": 2, ""n_estimators"": 300}",2735.556422854895,2749459294.0,3650203068,1896066311.0
benchmark|strict6|xgboost|4|2|All,xgboost,449,AFP;Input;Output;Enquiry;File;Interface,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.02, ""max_depth"": 5, ""min_child_weight"": 5, ""n_estimators"": 200, ""reg_alpha"": 1.0, ""reg_lambda"": 1.0, ""subsample"": 0.7}",2872.7365290248795,1574189084.0,2559432003,3575124143.0
benchmark|strict6|lightgbm|4|2|All,lightgbm,449,AFP;Input;Output;Enquiry;File;Interface,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.02, ""max_depth"": 10, ""min_child_samples"": 20, ""n_estimators"": 400, ""num_leaves"": 7, ""reg_lambda"": 1.0, ""subsample"": 1.0}",2882.1415108292326,112324185.0,2153273603,4011894633.0
benchmark|strict6|stacking|4|2|All,stacking,449,AFP;Input;Output;Enquiry;File;Interface,"{""base_models"": [""tuned_random_forest"", ""tuned_extra_trees"", ""tuned_xgboost""], ""meta_learner"": ""LinearRegression"", ""stack_cv_seed"": 2919998287, ""stack_cv_splits"": 5}",,,2919998287,
scale_nested_et|strict6|Global|4|3|All,extra_trees,449,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": true, ""max_depth"": 10, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 10, ""n_estimators"": 500}",2642.25253039095,2668114653.0,801820927,1403030068.0
scale_nested_et|strict6|Global + MI|4|3|All,extra_trees,449,AFP;Input;Enquiry,"{""bootstrap"": true, ""max_depth"": 20, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 300}",2662.824052045375,1487140710.0,664997990,1049565090.0
scale_nested_et|strict6|Quantile|4|3|Small,extra_trees,150,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": true, ""max_depth"": null, ""max_features"": 1.0, ""min_samples_leaf"": 4, ""min_samples_split"": 5, ""n_estimators"": 300}",814.5305849080027,125304336.0,2451519161,3514431633.0
scale_nested_et|strict6|Quantile|4|3|Medium,extra_trees,149,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""max_depth"": 10, ""max_features"": 0.5, ""min_samples_leaf"": 8, ""min_samples_split"": 10, ""n_estimators"": 500}",1705.5371540782708,951565877.0,4267154128,1261227982.0
scale_nested_et|strict6|Quantile|4|3|Large,extra_trees,150,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": true, ""max_depth"": 20, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 10, ""n_estimators"": 500}",5373.028072569945,1278070615.0,2164355471,39525980.0
scale_nested_et|strict6|Quantile + MI|4|3|Small,extra_trees,150,AFP;Enquiry;Interface,"{""bootstrap"": true, ""max_depth"": null, ""max_features"": 1.0, ""min_samples_leaf"": 8, ""min_samples_split"": 10, ""n_estimators"": 500}",818.908750617277,2739567795.0,1575956766,1137207194.0
scale_nested_et|strict6|Quantile + MI|4|3|Medium,extra_trees,149,AFP;Input;Output,"{""bootstrap"": true, ""max_depth"": 20, ""max_features"": 0.5, ""min_samples_leaf"": 2, ""min_samples_split"": 2, ""n_estimators"": 300}",1693.2009788944226,1126301229.0,1332582973,680356559.0
scale_nested_et|strict6|Quantile + MI|4|3|Large,extra_trees,150,AFP;Input;Enquiry,"{""bootstrap"": true, ""max_depth"": 10, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 5, ""n_estimators"": 300}",5304.35338893559,1068364677.0,991642274,597618130.0
benchmark|strict6|random_forest|4|3|All,random_forest,449,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": true, ""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 8, ""min_samples_split"": 2, ""n_estimators"": 300}",2671.410275702632,1077119077.0,421216751,3977798684.0
benchmark|strict6|xgboost|4|3|All,xgboost,449,AFP;Input;Output;Enquiry;File;Interface,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.02, ""max_depth"": 2, ""min_child_weight"": 1, ""n_estimators"": 400, ""reg_alpha"": 0.1, ""reg_lambda"": 10.0, ""subsample"": 1.0}",2750.1052522458754,2430374520.0,3383735610,2286695039.0
benchmark|strict6|lightgbm|4|3|All,lightgbm,449,AFP;Input;Output;Enquiry;File;Interface,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.02, ""max_depth"": 10, ""min_child_samples"": 40, ""n_estimators"": 200, ""num_leaves"": 31, ""reg_lambda"": 1.0, ""subsample"": 1.0}",2739.3692960516005,1800412201.0,39023552,1579897634.0
benchmark|strict6|stacking|4|3|All,stacking,449,AFP;Input;Output;Enquiry;File;Interface,"{""base_models"": [""tuned_random_forest"", ""tuned_extra_trees"", ""tuned_xgboost""], ""meta_learner"": ""LinearRegression"", ""stack_cv_seed"": 2293993347, ""stack_cv_splits"": 5}",,,2293993347,
scale_nested_et|strict6|Global|4|4|All,extra_trees,449,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": true, ""max_depth"": 20, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 10, ""n_estimators"": 300}",2599.6512474127317,1240314850.0,1278870397,4284933826.0
scale_nested_et|strict6|Global + MI|4|4|All,extra_trees,449,AFP;Input;Enquiry,"{""bootstrap"": false, ""max_depth"": 10, ""max_features"": 0.75, ""min_samples_leaf"": 1, ""min_samples_split"": 10, ""n_estimators"": 500}",2546.9865999058825,2696442153.0,3278078946,3475915482.0
scale_nested_et|strict6|Quantile|4|4|Small,extra_trees,150,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""max_depth"": null, ""max_features"": 1.0, ""min_samples_leaf"": 8, ""min_samples_split"": 2, ""n_estimators"": 500}",791.0504034959571,2146364430.0,1560502025,707504933.0
scale_nested_et|strict6|Quantile|4|4|Medium,extra_trees,149,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": true, ""max_depth"": 10, ""max_features"": 0.75, ""min_samples_leaf"": 8, ""min_samples_split"": 2, ""n_estimators"": 500}",1648.1571715389657,3545100702.0,3450740138,3415859687.0
scale_nested_et|strict6|Quantile|4|4|Large,extra_trees,150,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": true, ""max_depth"": 20, ""max_features"": 0.75, ""min_samples_leaf"": 2, ""min_samples_split"": 2, ""n_estimators"": 300}",5582.043473084249,1404582810.0,358994897,3167396996.0
scale_nested_et|strict6|Quantile + MI|4|4|Small,extra_trees,150,AFP;Enquiry;File,"{""bootstrap"": true, ""max_depth"": 10, ""max_features"": 0.75, ""min_samples_leaf"": 8, ""min_samples_split"": 5, ""n_estimators"": 300}",791.2370456401869,1771489117.0,89061933,3650914553.0
scale_nested_et|strict6|Quantile + MI|4|4|Medium,extra_trees,149,AFP;Output;Interface,"{""bootstrap"": true, ""max_depth"": 10, ""max_features"": 0.75, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 300}",1552.251045270463,2806283292.0,1900450253,767683050.0
scale_nested_et|strict6|Quantile + MI|4|4|Large,extra_trees,150,AFP;Input;Enquiry,"{""bootstrap"": true, ""max_depth"": null, ""max_features"": 1.0, ""min_samples_leaf"": 4, ""min_samples_split"": 10, ""n_estimators"": 500}",5788.850332877275,383272473.0,2651370032,1151292829.0
benchmark|strict6|random_forest|4|4|All,random_forest,449,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": true, ""max_depth"": null, ""max_features"": 0.75, ""min_samples_leaf"": 4, ""min_samples_split"": 5, ""n_estimators"": 300}",2613.501697629738,2490081357.0,792507035,3364573141.0
benchmark|strict6|xgboost|4|4|All,xgboost,449,AFP;Input;Output;Enquiry;File;Interface,"{""colsample_bytree"": 0.7, ""learning_rate"": 0.02, ""max_depth"": 5, ""min_child_weight"": 3, ""n_estimators"": 200, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0, ""subsample"": 0.9}",2780.8543389105175,1739666971.0,285173515,665543289.0
benchmark|strict6|lightgbm|4|4|All,lightgbm,449,AFP;Input;Output;Enquiry;File;Interface,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.02, ""max_depth"": -1, ""min_child_samples"": 10, ""n_estimators"": 200, ""num_leaves"": 31, ""reg_lambda"": 1.0, ""subsample"": 0.8}",2700.7886323948806,962622923.0,4183501615,2967244635.0
benchmark|strict6|stacking|4|4|All,stacking,449,AFP;Input;Output;Enquiry;File;Interface,"{""base_models"": [""tuned_random_forest"", ""tuned_extra_trees"", ""tuned_xgboost""], ""meta_learner"": ""LinearRegression"", ""stack_cv_seed"": 412526279, ""stack_cv_splits"": 5}",,,412526279,
scale_nested_et|strict6|Global|4|5|All,extra_trees,449,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": true, ""max_depth"": null, ""max_features"": 0.75, ""min_samples_leaf"": 1, ""min_samples_split"": 10, ""n_estimators"": 500}",2641.999850954393,123363335.0,2022132228,3026273729.0
scale_nested_et|strict6|Global + MI|4|5|All,extra_trees,449,AFP;Input;Enquiry,"{""bootstrap"": true, ""max_depth"": 10, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 10, ""n_estimators"": 500}",2580.817516781843,2649438310.0,3846044065,2455387656.0
scale_nested_et|strict6|Quantile|4|5|Small,extra_trees,150,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 4, ""min_samples_split"": 10, ""n_estimators"": 300}",782.5299596364993,2551425374.0,2707503961,2865777031.0
scale_nested_et|strict6|Quantile|4|5|Medium,extra_trees,149,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": true, ""max_depth"": 20, ""max_features"": 0.75, ""min_samples_leaf"": 8, ""min_samples_split"": 10, ""n_estimators"": 500}",1699.235904606833,1774087449.0,3893898357,993914726.0
scale_nested_et|strict6|Quantile|4|5|Large,extra_trees,150,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": true, ""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 500}",5710.4210579062465,3425278343.0,422006602,912947376.0
scale_nested_et|strict6|Quantile + MI|4|5|Small,extra_trees,150,AFP;Output;Enquiry,"{""bootstrap"": false, ""max_depth"": 10, ""max_features"": 1.0, ""min_samples_leaf"": 8, ""min_samples_split"": 10, ""n_estimators"": 300}",760.8973707090878,474713168.0,558159608,755576477.0
scale_nested_et|strict6|Quantile + MI|4|5|Medium,extra_trees,149,AFP;Output;File,"{""bootstrap"": false, ""max_depth"": 20, ""max_features"": 1.0, ""min_samples_leaf"": 8, ""min_samples_split"": 10, ""n_estimators"": 500}",1673.719874252074,1667534136.0,2242273143,2419509071.0
scale_nested_et|strict6|Quantile + MI|4|5|Large,extra_trees,150,AFP;Input;Enquiry,"{""bootstrap"": true, ""max_depth"": 20, ""max_features"": 1.0, ""min_samples_leaf"": 1, ""min_samples_split"": 5, ""n_estimators"": 300}",5530.362494996669,456741266.0,619768734,1743260379.0
benchmark|strict6|random_forest|4|5|All,random_forest,449,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": true, ""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 8, ""min_samples_split"": 10, ""n_estimators"": 500}",2738.4629778844305,1149474696.0,2363581004,2718931999.0
benchmark|strict6|xgboost|4|5|All,xgboost,449,AFP;Input;Output;Enquiry;File;Interface,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.02, ""max_depth"": 3, ""min_child_weight"": 3, ""n_estimators"": 200, ""reg_alpha"": 0.0, ""reg_lambda"": 10.0, ""subsample"": 1.0}",2701.755507167102,2217214325.0,2276124849,3830252621.0
benchmark|strict6|lightgbm|4|5|All,lightgbm,449,AFP;Input;Output;Enquiry;File;Interface,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.02, ""max_depth"": 5, ""min_child_samples"": 20, ""n_estimators"": 400, ""num_leaves"": 31, ""reg_lambda"": 5.0, ""subsample"": 0.8}",2965.5636682071276,1758474474.0,4102834249,2795519466.0
benchmark|strict6|stacking|4|5|All,stacking,449,AFP;Input;Output;Enquiry;File;Interface,"{""base_models"": [""tuned_random_forest"", ""tuned_extra_trees"", ""tuned_xgboost""], ""meta_learner"": ""LinearRegression"", ""stack_cv_seed"": 2268640225, ""stack_cv_splits"": 5}",,,2268640225,
scale_nested_et|strict6|Global|4|6|All,extra_trees,449,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": true, ""max_depth"": null, ""max_features"": 0.75, ""min_samples_leaf"": 2, ""min_samples_split"": 10, ""n_estimators"": 500}",2557.465677843076,2760368889.0,2893150896,2518059322.0
scale_nested_et|strict6|Global + MI|4|6|All,extra_trees,449,AFP;Input;Enquiry,"{""bootstrap"": true, ""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 5, ""n_estimators"": 300}",2536.1386682620605,333965850.0,4278880200,2811119249.0
scale_nested_et|strict6|Quantile|4|6|Small,extra_trees,150,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""max_depth"": 10, ""max_features"": 0.5, ""min_samples_leaf"": 8, ""min_samples_split"": 5, ""n_estimators"": 300}",790.5136798051262,1027952519.0,3785482984,3413513434.0
scale_nested_et|strict6|Quantile|4|6|Medium,extra_trees,149,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": true, ""max_depth"": 10, ""max_features"": 0.75, ""min_samples_leaf"": 4, ""min_samples_split"": 2, ""n_estimators"": 500}",1506.6621913053807,4060317845.0,2381121275,754226172.0
scale_nested_et|strict6|Quantile|4|6|Large,extra_trees,150,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": true, ""max_depth"": 10, ""max_features"": 1.0, ""min_samples_leaf"": 4, ""min_samples_split"": 2, ""n_estimators"": 500}",5523.089774771052,2626071760.0,3031535362,3672094487.0
scale_nested_et|strict6|Quantile + MI|4|6|Small,extra_trees,150,AFP;Output;Enquiry,"{""bootstrap"": false, ""max_depth"": 10, ""max_features"": 0.75, ""min_samples_leaf"": 4, ""min_samples_split"": 10, ""n_estimators"": 300}",770.3247290718713,1009411451.0,1240056711,1202539540.0
scale_nested_et|strict6|Quantile + MI|4|6|Medium,extra_trees,149,AFP;Input;Output,"{""bootstrap"": true, ""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 4, ""min_samples_split"": 5, ""n_estimators"": 300}",1514.1503170381802,4227356615.0,3187290145,1908811250.0
scale_nested_et|strict6|Quantile + MI|4|6|Large,extra_trees,150,AFP;Input;Enquiry,"{""bootstrap"": true, ""max_depth"": 20, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 10, ""n_estimators"": 300}",5306.999832402794,3349526812.0,1924819275,2476410182.0
benchmark|strict6|random_forest|4|6|All,random_forest,449,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": true, ""max_depth"": 20, ""max_features"": 0.75, ""min_samples_leaf"": 2, ""min_samples_split"": 10, ""n_estimators"": 500}",2711.6474205345353,2878895722.0,1922439107,1294495061.0
benchmark|strict6|xgboost|4|6|All,xgboost,449,AFP;Input;Output;Enquiry;File;Interface,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.02, ""max_depth"": 2, ""min_child_weight"": 1, ""n_estimators"": 200, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0, ""subsample"": 0.7}",2664.53956233287,3386828537.0,680370696,1152248224.0
benchmark|strict6|lightgbm|4|6|All,lightgbm,449,AFP;Input;Output;Enquiry;File;Interface,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.02, ""max_depth"": 5, ""min_child_samples"": 10, ""n_estimators"": 400, ""num_leaves"": 15, ""reg_lambda"": 1.0, ""subsample"": 0.8}",2782.4964231415966,315653338.0,960532382,989579331.0
benchmark|strict6|stacking|4|6|All,stacking,449,AFP;Input;Output;Enquiry;File;Interface,"{""base_models"": [""tuned_random_forest"", ""tuned_extra_trees"", ""tuned_xgboost""], ""meta_learner"": ""LinearRegression"", ""stack_cv_seed"": 22449386, ""stack_cv_splits"": 5}",,,22449386,
scale_nested_et|strict6|Global|4|7|All,extra_trees,449,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": true, ""max_depth"": null, ""max_features"": 1.0, ""min_samples_leaf"": 4, ""min_samples_split"": 5, ""n_estimators"": 500}",2613.8095414799236,413485783.0,1788783580,4014767602.0
scale_nested_et|strict6|Global + MI|4|7|All,extra_trees,449,AFP;Input;Enquiry,"{""bootstrap"": true, ""max_depth"": null, ""max_features"": 1.0, ""min_samples_leaf"": 1, ""min_samples_split"": 10, ""n_estimators"": 300}",2545.9047634880158,115897106.0,3446715163,4131222866.0
scale_nested_et|strict6|Quantile|4|7|Small,extra_trees,153,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""max_depth"": 20, ""max_features"": 1.0, ""min_samples_leaf"": 4, ""min_samples_split"": 5, ""n_estimators"": 500}",745.491659469683,2777158607.0,2291601539,953701933.0
scale_nested_et|strict6|Quantile|4|7|Medium,extra_trees,146,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": true, ""max_depth"": 10, ""max_features"": 0.5, ""min_samples_leaf"": 8, ""min_samples_split"": 10, ""n_estimators"": 500}",1663.0090576518724,2949265269.0,2515048439,3209191125.0
scale_nested_et|strict6|Quantile|4|7|Large,extra_trees,150,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""max_depth"": 10, ""max_features"": 1.0, ""min_samples_leaf"": 4, ""min_samples_split"": 2, ""n_estimators"": 500}",5239.8790318546025,2584640515.0,777178269,3804343454.0
scale_nested_et|strict6|Quantile + MI|4|7|Small,extra_trees,153,Output;Enquiry;Interface,"{""bootstrap"": false, ""max_depth"": 10, ""max_features"": 1.0, ""min_samples_leaf"": 8, ""min_samples_split"": 2, ""n_estimators"": 300}",778.3244618193148,1103880576.0,3190466563,975785087.0
scale_nested_et|strict6|Quantile + MI|4|7|Medium,extra_trees,146,AFP;Output;File,"{""bootstrap"": true, ""max_depth"": 20, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 300}",1601.2528396636433,2946761476.0,3311511966,2980229799.0
scale_nested_et|strict6|Quantile + MI|4|7|Large,extra_trees,150,AFP;Input;Enquiry,"{""bootstrap"": true, ""max_depth"": null, ""max_features"": 1.0, ""min_samples_leaf"": 1, ""min_samples_split"": 10, ""n_estimators"": 300}",5271.664919141943,1072805832.0,3856540914,1285458895.0
benchmark|strict6|random_forest|4|7|All,random_forest,449,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": true, ""max_depth"": null, ""max_features"": 0.75, ""min_samples_leaf"": 4, ""min_samples_split"": 5, ""n_estimators"": 500}",2608.523768375818,2092598644.0,2107312566,3831212622.0
benchmark|strict6|xgboost|4|7|All,xgboost,449,AFP;Input;Output;Enquiry;File;Interface,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.02, ""max_depth"": 2, ""min_child_weight"": 1, ""n_estimators"": 400, ""reg_alpha"": 1.0, ""reg_lambda"": 10.0, ""subsample"": 0.7}",2583.394977397421,1583495315.0,3129729457,1132263117.0
benchmark|strict6|lightgbm|4|7|All,lightgbm,449,AFP;Input;Output;Enquiry;File;Interface,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""min_child_samples"": 40, ""n_estimators"": 200, ""num_leaves"": 31, ""reg_lambda"": 1.0, ""subsample"": 1.0}",2846.1703317945116,310551066.0,243472394,2922448312.0
benchmark|strict6|stacking|4|7|All,stacking,449,AFP;Input;Output;Enquiry;File;Interface,"{""base_models"": [""tuned_random_forest"", ""tuned_extra_trees"", ""tuned_xgboost""], ""meta_learner"": ""LinearRegression"", ""stack_cv_seed"": 1626357843, ""stack_cv_splits"": 5}",,,1626357843,
scale_nested_et|strict6|Global|4|8|All,extra_trees,449,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""max_depth"": null, ""max_features"": 0.75, ""min_samples_leaf"": 4, ""min_samples_split"": 5, ""n_estimators"": 300}",2736.486280587243,1706948070.0,3167013296,2787964847.0
scale_nested_et|strict6|Global + MI|4|8|All,extra_trees,449,AFP;Input;Enquiry,"{""bootstrap"": false, ""max_depth"": 10, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 10, ""n_estimators"": 300}",2620.6992698976296,2193239661.0,3681844211,2233338737.0
scale_nested_et|strict6|Quantile|4|8|Small,extra_trees,150,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": true, ""max_depth"": 20, ""max_features"": 1.0, ""min_samples_leaf"": 8, ""min_samples_split"": 2, ""n_estimators"": 500}",732.3562268141635,1454372623.0,2110436999,3818451822.0
scale_nested_et|strict6|Quantile|4|8|Medium,extra_trees,149,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""max_depth"": 20, ""max_features"": 0.75, ""min_samples_leaf"": 8, ""min_samples_split"": 10, ""n_estimators"": 300}",1693.555154765713,3532423165.0,321157451,3051985770.0
scale_nested_et|strict6|Quantile|4|8|Large,extra_trees,150,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": true, ""max_depth"": null, ""max_features"": 1.0, ""min_samples_leaf"": 4, ""min_samples_split"": 10, ""n_estimators"": 500}",5667.31708567046,1088629517.0,1477907316,1964380273.0
scale_nested_et|strict6|Quantile + MI|4|8|Small,extra_trees,150,AFP;Output;Enquiry,"{""bootstrap"": false, ""max_depth"": 10, ""max_features"": 1.0, ""min_samples_leaf"": 8, ""min_samples_split"": 5, ""n_estimators"": 500}",733.1116518398361,4184801141.0,4244305139,2757262874.0
scale_nested_et|strict6|Quantile + MI|4|8|Medium,extra_trees,149,AFP;Output;Interface,"{""bootstrap"": true, ""max_depth"": 20, ""max_features"": 0.5, ""min_samples_leaf"": 4, ""min_samples_split"": 2, ""n_estimators"": 500}",1669.8844816135627,1879191732.0,1743627796,2283469222.0
scale_nested_et|strict6|Quantile + MI|4|8|Large,extra_trees,150,AFP;Input;Enquiry,"{""bootstrap"": false, ""max_depth"": null, ""max_features"": 0.75, ""min_samples_leaf"": 2, ""min_samples_split"": 10, ""n_estimators"": 500}",5686.42831349961,3445966448.0,456620642,2101377888.0
benchmark|strict6|random_forest|4|8|All,random_forest,449,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": true, ""max_depth"": 20, ""max_features"": ""sqrt"", ""min_samples_leaf"": 8, ""min_samples_split"": 2, ""n_estimators"": 500}",2644.0213372407993,1601037506.0,3655657432,1023589478.0
benchmark|strict6|xgboost|4|8|All,xgboost,449,AFP;Input;Output;Enquiry;File;Interface,"{""colsample_bytree"": 0.7, ""learning_rate"": 0.02, ""max_depth"": 2, ""min_child_weight"": 3, ""n_estimators"": 400, ""reg_alpha"": 1.0, ""reg_lambda"": 5.0, ""subsample"": 0.7}",2787.0427434506223,3561225009.0,1271265411,99078617.0
