context,model,training_rows,features,best_parameters_json,best_inner_mae,model_seed,inner_seed,search_seed
scale_fixed_et_sensitivity|uncertain9|Quantile + MI|4|2|Small,fixed_extra_trees,150,AFP;Input;Interface;Added;Deleted,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,1004827727,,
scale_fixed_et_sensitivity|uncertain9|Quantile + MI|4|2|Medium,fixed_extra_trees,149,AFP;Output;File;Interface;Deleted,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,351217885,,
scale_fixed_et_sensitivity|uncertain9|Quantile + MI|4|2|Large,fixed_extra_trees,150,AFP;Input;Enquiry;Added;Deleted,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,2913090491,,
scale_fixed_et_sensitivity|uncertain9|Global|4|3|All,fixed_extra_trees,449,AFP;Input;Output;Enquiry;File;Interface;Added;Changed;Deleted,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,3515051509,,
scale_fixed_et_sensitivity|uncertain9|Global + MI|4|3|All,fixed_extra_trees,449,AFP;Input;Enquiry;File;Added,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,1915673488,,
scale_fixed_et_sensitivity|uncertain9|Quantile|4|3|Small,fixed_extra_trees,150,AFP;Input;Output;Enquiry;File;Interface;Added;Changed;Deleted,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,1927947388,,
scale_fixed_et_sensitivity|uncertain9|Quantile|4|3|Medium,fixed_extra_trees,149,AFP;Input;Output;Enquiry;File;Interface;Added;Changed;Deleted,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,190009023,,
scale_fixed_et_sensitivity|uncertain9|Quantile|4|3|Large,fixed_extra_trees,150,AFP;Input;Output;Enquiry;File;Interface;Added;Changed;Deleted,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,3533563290,,
scale_fixed_et_sensitivity|uncertain9|Quantile + MI|4|3|Small,fixed_extra_trees,150,AFP;Input;Enquiry;Interface;Added,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,2642795231,,
scale_fixed_et_sensitivity|uncertain9|Quantile + MI|4|3|Medium,fixed_extra_trees,149,AFP;Input;Output;Changed;Deleted,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,3764324977,,
scale_fixed_et_sensitivity|uncertain9|Quantile + MI|4|3|Large,fixed_extra_trees,150,AFP;Input;Enquiry;File;Added,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,3208980384,,
scale_fixed_et_sensitivity|uncertain9|Global|4|4|All,fixed_extra_trees,449,AFP;Input;Output;Enquiry;File;Interface;Added;Changed;Deleted,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,250391012,,
scale_fixed_et_sensitivity|uncertain9|Global + MI|4|4|All,fixed_extra_trees,449,AFP;Input;Enquiry;File;Added,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,266365522,,
scale_fixed_et_sensitivity|uncertain9|Quantile|4|4|Small,fixed_extra_trees,150,AFP;Input;Output;Enquiry;File;Interface;Added;Changed;Deleted,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,1939887482,,
scale_fixed_et_sensitivity|uncertain9|Quantile|4|4|Medium,fixed_extra_trees,149,AFP;Input;Output;Enquiry;File;Interface;Added;Changed;Deleted,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,4003691736,,
scale_fixed_et_sensitivity|uncertain9|Quantile|4|4|Large,fixed_extra_trees,150,AFP;Input;Output;Enquiry;File;Interface;Added;Changed;Deleted,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,165757100,,
scale_fixed_et_sensitivity|uncertain9|Quantile + MI|4|4|Small,fixed_extra_trees,150,AFP;Output;Enquiry;Added;Deleted,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,3162618483,,
scale_fixed_et_sensitivity|uncertain9|Quantile + MI|4|4|Medium,fixed_extra_trees,149,AFP;Input;Output;Interface;Deleted,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,1689932659,,
scale_fixed_et_sensitivity|uncertain9|Quantile + MI|4|4|Large,fixed_extra_trees,150,AFP;Input;Enquiry;Added;Deleted,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,1357800185,,
scale_fixed_et_sensitivity|uncertain9|Global|4|5|All,fixed_extra_trees,449,AFP;Input;Output;Enquiry;File;Interface;Added;Changed;Deleted,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,3122799295,,
scale_fixed_et_sensitivity|uncertain9|Global + MI|4|5|All,fixed_extra_trees,449,AFP;Input;Enquiry;File;Added,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,2258983602,,
scale_fixed_et_sensitivity|uncertain9|Quantile|4|5|Small,fixed_extra_trees,150,AFP;Input;Output;Enquiry;File;Interface;Added;Changed;Deleted,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,498355579,,
scale_fixed_et_sensitivity|uncertain9|Quantile|4|5|Medium,fixed_extra_trees,149,AFP;Input;Output;Enquiry;File;Interface;Added;Changed;Deleted,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,626908091,,
scale_fixed_et_sensitivity|uncertain9|Quantile|4|5|Large,fixed_extra_trees,150,AFP;Input;Output;Enquiry;File;Interface;Added;Changed;Deleted,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,667869821,,
scale_fixed_et_sensitivity|uncertain9|Quantile + MI|4|5|Small,fixed_extra_trees,150,AFP;Input;Output;Enquiry;Added,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,2205769896,,
scale_fixed_et_sensitivity|uncertain9|Quantile + MI|4|5|Medium,fixed_extra_trees,149,AFP;Output;File;Interface;Deleted,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,56894241,,
scale_fixed_et_sensitivity|uncertain9|Quantile + MI|4|5|Large,fixed_extra_trees,150,AFP;Input;Enquiry;Added;Changed,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,1223617102,,
scale_fixed_et_sensitivity|uncertain9|Global|4|6|All,fixed_extra_trees,449,AFP;Input;Output;Enquiry;File;Interface;Added;Changed;Deleted,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,1552616839,,
scale_fixed_et_sensitivity|uncertain9|Global + MI|4|6|All,fixed_extra_trees,449,AFP;Input;Enquiry;File;Added,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,561780488,,
scale_fixed_et_sensitivity|uncertain9|Quantile|4|6|Small,fixed_extra_trees,150,AFP;Input;Output;Enquiry;File;Interface;Added;Changed;Deleted,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,3962962477,,
scale_fixed_et_sensitivity|uncertain9|Quantile|4|6|Medium,fixed_extra_trees,149,AFP;Input;Output;Enquiry;File;Interface;Added;Changed;Deleted,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,3662002721,,
scale_fixed_et_sensitivity|uncertain9|Quantile|4|6|Large,fixed_extra_trees,150,AFP;Input;Output;Enquiry;File;Interface;Added;Changed;Deleted,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,123580484,,
scale_fixed_et_sensitivity|uncertain9|Quantile + MI|4|6|Small,fixed_extra_trees,150,AFP;Input;Output;Enquiry;Added,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,3187544811,,
scale_fixed_et_sensitivity|uncertain9|Quantile + MI|4|6|Medium,fixed_extra_trees,149,AFP;Input;Output;Enquiry;Deleted,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,477994070,,
scale_fixed_et_sensitivity|uncertain9|Quantile + MI|4|6|Large,fixed_extra_trees,150,AFP;Input;Enquiry;Added;Deleted,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,1117189961,,
scale_fixed_et_sensitivity|uncertain9|Global|4|7|All,fixed_extra_trees,449,AFP;Input;Output;Enquiry;File;Interface;Added;Changed;Deleted,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,92858054,,
scale_fixed_et_sensitivity|uncertain9|Global + MI|4|7|All,fixed_extra_trees,449,AFP;Input;Enquiry;File;Added,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,2434593571,,
scale_fixed_et_sensitivity|uncertain9|Quantile|4|7|Small,fixed_extra_trees,153,AFP;Input;Output;Enquiry;File;Interface;Added;Changed;Deleted,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,1201369813,,
scale_fixed_et_sensitivity|uncertain9|Quantile|4|7|Medium,fixed_extra_trees,146,AFP;Input;Output;Enquiry;File;Interface;Added;Changed;Deleted,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,2518575758,,
scale_fixed_et_sensitivity|uncertain9|Quantile|4|7|Large,fixed_extra_trees,150,AFP;Input;Output;Enquiry;File;Interface;Added;Changed;Deleted,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,2855252284,,
scale_fixed_et_sensitivity|uncertain9|Quantile + MI|4|7|Small,fixed_extra_trees,153,Output;Enquiry;Interface;Added;Changed,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,1419122004,,
scale_fixed_et_sensitivity|uncertain9|Quantile + MI|4|7|Medium,fixed_extra_trees,146,AFP;Input;Output;File;Deleted,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,1669359494,,
scale_fixed_et_sensitivity|uncertain9|Quantile + MI|4|7|Large,fixed_extra_trees,150,AFP;Input;Enquiry;Added;Deleted,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,4226771860,,
scale_fixed_et_sensitivity|uncertain9|Global|4|8|All,fixed_extra_trees,449,AFP;Input;Output;Enquiry;File;Interface;Added;Changed;Deleted,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,184143542,,
scale_fixed_et_sensitivity|uncertain9|Global + MI|4|8|All,fixed_extra_trees,449,AFP;Input;Enquiry;File;Added,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,758385439,,
scale_fixed_et_sensitivity|uncertain9|Quantile|4|8|Small,fixed_extra_trees,150,AFP;Input;Output;Enquiry;File;Interface;Added;Changed;Deleted,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,448381383,,
scale_fixed_et_sensitivity|uncertain9|Quantile|4|8|Medium,fixed_extra_trees,149,AFP;Input;Output;Enquiry;File;Interface;Added;Changed;Deleted,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,3930447486,,
scale_fixed_et_sensitivity|uncertain9|Quantile|4|8|Large,fixed_extra_trees,150,AFP;Input;Output;Enquiry;File;Interface;Added;Changed;Deleted,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,3104276953,,
scale_fixed_et_sensitivity|uncertain9|Quantile + MI|4|8|Small,fixed_extra_trees,150,AFP;Input;Output;Enquiry;Added,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,3960592057,,
scale_fixed_et_sensitivity|uncertain9|Quantile + MI|4|8|Medium,fixed_extra_trees,149,AFP;Output;Interface;Changed;Deleted,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,3374599192,,
scale_fixed_et_sensitivity|uncertain9|Quantile + MI|4|8|Large,fixed_extra_trees,150,Input;Enquiry;Added;Changed;Deleted,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,2016807742,,
scale_fixed_et_sensitivity|uncertain9|Global|4|9|All,fixed_extra_trees,449,AFP;Input;Output;Enquiry;File;Interface;Added;Changed;Deleted,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,2196003183,,
scale_fixed_et_sensitivity|uncertain9|Global + MI|4|9|All,fixed_extra_trees,449,AFP;Input;Enquiry;File;Added,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,2283771552,,
scale_fixed_et_sensitivity|uncertain9|Quantile|4|9|Small,fixed_extra_trees,152,AFP;Input;Output;Enquiry;File;Interface;Added;Changed;Deleted,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,2426601200,,
scale_fixed_et_sensitivity|uncertain9|Quantile|4|9|Medium,fixed_extra_trees,147,AFP;Input;Output;Enquiry;File;Interface;Added;Changed;Deleted,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,1453738632,,
scale_fixed_et_sensitivity|uncertain9|Quantile|4|9|Large,fixed_extra_trees,150,AFP;Input;Output;Enquiry;File;Interface;Added;Changed;Deleted,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,64974448,,
scale_fixed_et_sensitivity|uncertain9|Quantile + MI|4|9|Small,fixed_extra_trees,152,Input;Enquiry;Interface;Added;Deleted,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,2284080228,,
scale_fixed_et_sensitivity|uncertain9|Quantile + MI|4|9|Medium,fixed_extra_trees,147,AFP;Input;Output;Interface;Deleted,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,450855994,,
scale_fixed_et_sensitivity|uncertain9|Quantile + MI|4|9|Large,fixed_extra_trees,150,AFP;Input;Enquiry;Added;Changed,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,1711363866,,
scale_fixed_et_sensitivity|uncertain9|Global|4|10|All,fixed_extra_trees,450,AFP;Input;Output;Enquiry;File;Interface;Added;Changed;Deleted,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,2108918110,,
scale_fixed_et_sensitivity|uncertain9|Global + MI|4|10|All,fixed_extra_trees,450,AFP;Input;Enquiry;File;Added,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,3411167209,,
scale_fixed_et_sensitivity|uncertain9|Quantile|4|10|Small,fixed_extra_trees,152,AFP;Input;Output;Enquiry;File;Interface;Added;Changed;Deleted,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,1426515644,,
scale_fixed_et_sensitivity|uncertain9|Quantile|4|10|Medium,fixed_extra_trees,148,AFP;Input;Output;Enquiry;File;Interface;Added;Changed;Deleted,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,271375134,,
scale_fixed_et_sensitivity|uncertain9|Quantile|4|10|Large,fixed_extra_trees,150,AFP;Input;Output;Enquiry;File;Interface;Added;Changed;Deleted,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,140473223,,
scale_fixed_et_sensitivity|uncertain9|Quantile + MI|4|10|Small,fixed_extra_trees,152,Input;Enquiry;Added;Changed;Deleted,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,1238310139,,
scale_fixed_et_sensitivity|uncertain9|Quantile + MI|4|10|Medium,fixed_extra_trees,148,AFP;Output;Interface;Changed;Deleted,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,1932708948,,
scale_fixed_et_sensitivity|uncertain9|Quantile + MI|4|10|Large,fixed_extra_trees,150,AFP;Input;Enquiry;Added;Deleted,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,276396129,,
scale_fixed_et_sensitivity|uncertain9|Global|5|1|All,fixed_extra_trees,449,AFP;Input;Output;Enquiry;File;Interface;Added;Changed;Deleted,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,676021543,,
scale_fixed_et_sensitivity|uncertain9|Global + MI|5|1|All,fixed_extra_trees,449,AFP;Input;Enquiry;File;Added,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,3930239511,,
scale_fixed_et_sensitivity|uncertain9|Quantile|5|1|Small,fixed_extra_trees,152,AFP;Input;Output;Enquiry;File;Interface;Added;Changed;Deleted,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,2709825469,,
scale_fixed_et_sensitivity|uncertain9|Quantile|5|1|Medium,fixed_extra_trees,147,AFP;Input;Output;Enquiry;File;Interface;Added;Changed;Deleted,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,3392976501,,
scale_fixed_et_sensitivity|uncertain9|Quantile|5|1|Large,fixed_extra_trees,150,AFP;Input;Output;Enquiry;File;Interface;Added;Changed;Deleted,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,1228418083,,
scale_fixed_et_sensitivity|uncertain9|Quantile + MI|5|1|Small,fixed_extra_trees,152,AFP;Input;Enquiry;Interface;Added,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,1433685120,,
scale_fixed_et_sensitivity|uncertain9|Quantile + MI|5|1|Medium,fixed_extra_trees,147,AFP;Input;Output;Enquiry;Deleted,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,867458271,,
scale_fixed_et_sensitivity|uncertain9|Quantile + MI|5|1|Large,fixed_extra_trees,150,AFP;Input;Enquiry;Added;Deleted,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,1283562155,,
scale_fixed_et_sensitivity|uncertain9|Global|5|2|All,fixed_extra_trees,449,AFP;Input;Output;Enquiry;File;Interface;Added;Changed;Deleted,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,3013499038,,
scale_fixed_et_sensitivity|uncertain9|Global + MI|5|2|All,fixed_extra_trees,449,AFP;Input;Enquiry;File;Added,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,1976993615,,
scale_fixed_et_sensitivity|uncertain9|Quantile|5|2|Small,fixed_extra_trees,150,AFP;Input;Output;Enquiry;File;Interface;Added;Changed;Deleted,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,1633606457,,
scale_fixed_et_sensitivity|uncertain9|Quantile|5|2|Medium,fixed_extra_trees,149,AFP;Input;Output;Enquiry;File;Interface;Added;Changed;Deleted,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,2186382370,,
scale_fixed_et_sensitivity|uncertain9|Quantile|5|2|Large,fixed_extra_trees,150,AFP;Input;Output;Enquiry;File;Interface;Added;Changed;Deleted,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,3880196078,,
scale_fixed_et_sensitivity|uncertain9|Quantile + MI|5|2|Small,fixed_extra_trees,150,AFP;Input;Enquiry;Added;Deleted,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,1177939847,,
scale_fixed_et_sensitivity|uncertain9|Quantile + MI|5|2|Medium,fixed_extra_trees,149,AFP;Input;Output;File;Deleted,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,3454136205,,
scale_fixed_et_sensitivity|uncertain9|Quantile + MI|5|2|Large,fixed_extra_trees,150,AFP;Input;Enquiry;Added;Deleted,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,2044520193,,
scale_fixed_et_sensitivity|uncertain9|Global|5|3|All,fixed_extra_trees,449,AFP;Input;Output;Enquiry;File;Interface;Added;Changed;Deleted,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,3249452555,,
scale_fixed_et_sensitivity|uncertain9|Global + MI|5|3|All,fixed_extra_trees,449,AFP;Input;Enquiry;File;Added,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,3121964783,,
scale_fixed_et_sensitivity|uncertain9|Quantile|5|3|Small,fixed_extra_trees,150,AFP;Input;Output;Enquiry;File;Interface;Added;Changed;Deleted,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,2915017777,,
scale_fixed_et_sensitivity|uncertain9|Quantile|5|3|Medium,fixed_extra_trees,149,AFP;Input;Output;Enquiry;File;Interface;Added;Changed;Deleted,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,1465765969,,
scale_fixed_et_sensitivity|uncertain9|Quantile|5|3|Large,fixed_extra_trees,150,AFP;Input;Output;Enquiry;File;Interface;Added;Changed;Deleted,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,1247683917,,
scale_fixed_et_sensitivity|uncertain9|Quantile + MI|5|3|Small,fixed_extra_trees,150,AFP;Input;Output;Enquiry;Added,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,4228942972,,
scale_fixed_et_sensitivity|uncertain9|Quantile + MI|5|3|Medium,fixed_extra_trees,149,AFP;Output;Added;Changed;Deleted,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,1224498865,,
scale_fixed_et_sensitivity|uncertain9|Quantile + MI|5|3|Large,fixed_extra_trees,150,AFP;Input;Enquiry;Added;Deleted,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,3418804410,,
scale_fixed_et_sensitivity|uncertain9|Global|5|4|All,fixed_extra_trees,449,AFP;Input;Output;Enquiry;File;Interface;Added;Changed;Deleted,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,2251148294,,
scale_fixed_et_sensitivity|uncertain9|Global + MI|5|4|All,fixed_extra_trees,449,AFP;Input;Enquiry;File;Added,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,851582366,,
scale_fixed_et_sensitivity|uncertain9|Quantile|5|4|Small,fixed_extra_trees,152,AFP;Input;Output;Enquiry;File;Interface;Added;Changed;Deleted,"{""bootstrap"": false, ""criterion"": ""squared_error"", ""max_features"": 1.0, ""min_samples_leaf"": 2, ""n_estimators"": 500}",,25207049,,
